8,8,8,8,8,8,33,32,32,32,32,32,32,41,8,8,8,8,33,32
8,8,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,32
8,8,8,8,8,8,33,32,32,32,32,32,32,32,32,41,8,32,32,32
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,33,32,32,32,32
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,33,32,32,32,32,32,32,32,32,33,32,32,32,32
32,32,32,32,32,32,8,8,8,8,8,8,8,8,8,8,8,8,8,8
32,32,32,32,8,8,8,8,8,8,8,8,8,8,8,32,32,32,32,32
8,8,8,8,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
